business_end,logo_url,name,min_amount,business_start,address,notice,telephone,express_fee
21:00,http://bmob-cdn-12529.b0.upaiyun.com/2017/07/31/ea4178f1407e6a5c805640ea9e00e323.jpg,老硐桥香酥鸭,0.01,11:03,瑞安市解放东路269号,30年老店，有口皆碑,0577-65813910,1
